sigla_uf;sexo;raca;faixa_etaria;grau_instrucao;clt;janeiro;fevereiro;março;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
;Masculino;Branca;40 a 59;SUP. INCOMP;NÃO;12;12;12;12;12;12;12;12;12;12;12;12
;Masculino;Branca;40 a 59;SUP. COMP;;908;908;908;908;908;908;908;908;908;908;908;908
;Masculino;Branca;40 a 59;SUP. COMP;SIM;846;846;846;846;846;846;846;846;846;846;846;846
;Masculino;Branca;40 a 59;SUP. COMP;NÃO;62;62;62;62;62;62;62;62;62;62;62;62
;Masculino;Branca;40 a 59;MESTRADO;;36;36;36;36;36;36;36;36;36;36;36;36
;Masculino;Branca;40 a 59;MESTRADO;SIM;32;32;32;32;32;32;32;32;32;32;32;32
;Masculino;Branca;40 a 59;MESTRADO;NÃO;4;4;4;4;4;4;4;4;4;4;4;4
;Masculino;Branca;40 a 59;DOUTORADO;;19;19;19;19;19;19;19;19;19;19;19;19
;Masculino;Branca;40 a 59;DOUTORADO;SIM;19;19;19;19;19;19;19;19;19;19;19;19
;Masculino;Branca;40 a 59;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Branca;60 ou mais;;;18;18;18;18;18;18;18;18;18;18;18;18
;Masculino;Branca;60 ou mais;;SIM;18;18;18;18;18;18;18;18;18;18;18;18
;Masculino;Branca;60 ou mais;;NÃO;120;120;120;120;120;120;120;120;120;120;120;120
;Masculino;Branca;60 ou mais;ANALFABETO;;22;22;22;22;22;22;22;22;22;22;22;22
;Masculino;Branca;60 ou mais;ANALFABETO;SIM;13;13;13;13;13;13;13;13;13;13;13;13
;Masculino;Branca;60 ou mais;ANALFABETO;NÃO;9;9;9;9;9;9;9;9;9;9;9;9
;Masculino;Branca;60 ou mais;ATE 5.A INC;;108;108;108;108;108;108;108;108;108;108;108;108
;Masculino;Branca;60 ou mais;ATE 5.A INC;SIM;103;103;103;103;103;103;103;103;103;103;103;103
;Masculino;Branca;60 ou mais;ATE 5.A INC;NÃO;5;5;5;5;5;5;5;5;5;5;5;5
;Masculino;Branca;60 ou mais;5.A CO FUND;;104;104;104;104;104;104;104;104;104;104;104;104
;Masculino;Branca;60 ou mais;5.A CO FUND;SIM;99;99;99;99;99;99;99;99;99;99;99;99
;Masculino;Branca;60 ou mais;5.A CO FUND;NÃO;5;5;5;5;5;5;5;5;5;5;5;5
;Masculino;Branca;60 ou mais;6. A 9. FUND;;150;150;150;150;150;150;150;150;150;150;150;150
;Masculino;Branca;60 ou mais;6. A 9. FUND;SIM;140;140;140;140;140;140;140;140;140;140;140;140
;Masculino;Branca;60 ou mais;6. A 9. FUND;NÃO;10;10;10;10;10;10;10;10;10;10;10;10
;Masculino;Branca;60 ou mais;FUND COMPL;;251;251;251;251;251;251;251;251;251;251;251;251
;Masculino;Branca;60 ou mais;FUND COMPL;SIM;230;230;230;230;230;230;230;230;230;230;230;230
;Masculino;Branca;60 ou mais;FUND COMPL;NÃO;21;21;21;21;21;21;21;21;21;21;21;21
;Masculino;Branca;60 ou mais;MEDIO INCOMP;;97;97;97;97;97;97;97;97;97;97;97;97
;Masculino;Branca;60 ou mais;MEDIO INCOMP;SIM;93;93;93;93;93;93;93;93;93;93;93;93
;Masculino;Branca;60 ou mais;MEDIO INCOMP;NÃO;4;4;4;4;4;4;4;4;4;4;4;4
;Masculino;Branca;60 ou mais;MEDIO COMPL;;890;890;890;890;890;890;890;890;890;890;890;890
;Masculino;Branca;60 ou mais;MEDIO COMPL;SIM;830;830;830;830;830;830;830;830;830;830;830;830
;Masculino;Branca;60 ou mais;MEDIO COMPL;NÃO;60;60;60;60;60;60;60;60;60;60;60;60
;Masculino;Branca;60 ou mais;SUP. INCOMP;;27;27;27;27;27;27;27;27;27;27;27;27
;Masculino;Branca;60 ou mais;SUP. INCOMP;SIM;25;25;25;25;25;25;25;25;25;25;25;25
;Masculino;Branca;60 ou mais;SUP. INCOMP;NÃO;2;2;2;2;2;2;2;2;2;2;2;2
;Masculino;Branca;60 ou mais;SUP. COMP;;190;190;190;190;190;190;190;190;190;190;190;190
;Masculino;Branca;60 ou mais;SUP. COMP;SIM;186;186;186;186;186;186;186;186;186;186;186;186
;Masculino;Branca;60 ou mais;SUP. COMP;NÃO;4;4;4;4;4;4;4;4;4;4;4;4
;Masculino;Branca;60 ou mais;MESTRADO;;12;12;12;12;12;12;12;12;12;12;12;12
;Masculino;Branca;60 ou mais;MESTRADO;SIM;12;12;12;12;12;12;12;12;12;12;12;12
;Masculino;Branca;60 ou mais;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Branca;60 ou mais;DOUTORADO;;4;4;4;4;4;4;4;4;4;4;4;4
;Masculino;Branca;60 ou mais;DOUTORADO;SIM;4;4;4;4;4;4;4;4;4;4;4;4
;Masculino;Branca;60 ou mais;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;;;;39;39;39;39;39;39;39;39;39;39;39;39
;Masculino;Preta;;;SIM;34;34;34;34;34;34;34;34;34;34;34;34
;Masculino;Preta;;;NÃO;492;492;492;492;492;492;492;492;492;492;492;492
;Masculino;Preta;;ANALFABETO;;74;74;74;74;74;74;74;74;74;74;74;74
;Masculino;Preta;;ANALFABETO;SIM;45;45;45;45;45;45;45;45;45;45;45;45
;Masculino;Preta;;ANALFABETO;NÃO;29;29;29;29;29;29;29;29;29;29;29;29
;Masculino;Preta;;ATE 5.A INC;;250;250;250;250;250;250;250;250;250;250;250;250
;Masculino;Preta;;ATE 5.A INC;SIM;229;229;229;229;229;229;229;229;229;229;229;229
;Masculino;Preta;;ATE 5.A INC;NÃO;21;21;21;21;21;21;21;21;21;21;21;21
;Masculino;Preta;;5.A CO FUND;;179;179;179;179;179;179;179;179;179;179;179;179
;Masculino;Preta;;5.A CO FUND;SIM;168;168;168;168;168;168;168;168;168;168;168;168
;Masculino;Preta;;5.A CO FUND;NÃO;11;11;11;11;11;11;11;11;11;11;11;11
;Masculino;Preta;;6. A 9. FUND;;412;412;412;412;412;412;412;412;412;412;412;412
;Masculino;Preta;;6. A 9. FUND;SIM;382;382;382;382;382;382;382;382;382;382;382;382
;Masculino;Preta;;6. A 9. FUND;NÃO;30;30;30;30;30;30;30;30;30;30;30;30
;Masculino;Preta;;FUND COMPL;;722;722;722;722;722;722;722;722;722;722;722;722
;Masculino;Preta;;FUND COMPL;SIM;663;663;663;663;663;663;663;663;663;663;663;663
;Masculino;Preta;;FUND COMPL;NÃO;59;59;59;59;59;59;59;59;59;59;59;59
;Masculino;Preta;;MEDIO INCOMP;;705;705;705;705;705;705;705;705;705;705;705;705
;Masculino;Preta;;MEDIO INCOMP;SIM;625;625;625;625;625;625;625;625;625;625;625;625
;Masculino;Preta;;MEDIO INCOMP;NÃO;80;80;80;80;80;80;80;80;80;80;80;80
;Masculino;Preta;;MEDIO COMPL;;5072;5072;5072;5072;5072;5072;5072;5072;5072;5072;5072;5072
;Masculino;Preta;;MEDIO COMPL;SIM;4624;4624;4624;4624;4624;4624;4624;4624;4624;4624;4624;4624
;Masculino;Preta;;MEDIO COMPL;NÃO;448;448;448;448;448;448;448;448;448;448;448;448
;Masculino;Preta;;SUP. INCOMP;;189;189;189;189;189;189;189;189;189;189;189;189
;Masculino;Preta;;SUP. INCOMP;SIM;175;175;175;175;175;175;175;175;175;175;175;175
;Masculino;Preta;;SUP. INCOMP;NÃO;14;14;14;14;14;14;14;14;14;14;14;14
;Masculino;Preta;;SUP. COMP;;331;331;331;331;331;331;331;331;331;331;331;331
;Masculino;Preta;;SUP. COMP;SIM;298;298;298;298;298;298;298;298;298;298;298;298
;Masculino;Preta;;SUP. COMP;NÃO;33;33;33;33;33;33;33;33;33;33;33;33
;Masculino;Preta;;MESTRADO;;7;7;7;7;7;7;7;7;7;7;7;7
;Masculino;Preta;;MESTRADO;SIM;6;6;6;6;6;6;6;6;6;6;6;6
;Masculino;Preta;;MESTRADO;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;Masculino;Preta;;DOUTORADO;;2;2;2;2;2;2;2;2;2;2;2;2
;Masculino;Preta;;DOUTORADO;SIM;2;2;2;2;2;2;2;2;2;2;2;2
;Masculino;Preta;;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;;;52;52;52;52;52;52;52;52;52;52;52;52
;Masculino;Preta;14 a 17;;SIM;39;39;39;39;39;39;39;39;39;39;39;39
;Masculino;Preta;14 a 17;;NÃO;13;13;13;13;13;13;13;13;13;13;13;13
;Masculino;Preta;14 a 17;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;6. A 9. FUND;;3;3;3;3;3;3;3;3;3;3;3;3
;Masculino;Preta;14 a 17;6. A 9. FUND;SIM;2;2;2;2;2;2;2;2;2;2;2;2
;Masculino;Preta;14 a 17;6. A 9. FUND;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;Masculino;Preta;14 a 17;FUND COMPL;;4;4;4;4;4;4;4;4;4;4;4;4
;Masculino;Preta;14 a 17;FUND COMPL;SIM;3;3;3;3;3;3;3;3;3;3;3;3
;Masculino;Preta;14 a 17;FUND COMPL;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;Masculino;Preta;14 a 17;MEDIO INCOMP;;30;30;30;30;30;30;30;30;30;30;30;30
;Masculino;Preta;14 a 17;MEDIO INCOMP;SIM;22;22;22;22;22;22;22;22;22;22;22;22
;Masculino;Preta;14 a 17;MEDIO INCOMP;NÃO;8;8;8;8;8;8;8;8;8;8;8;8
;Masculino;Preta;14 a 17;MEDIO COMPL;;15;15;15;15;15;15;15;15;15;15;15;15
;Masculino;Preta;14 a 17;MEDIO COMPL;SIM;12;12;12;12;12;12;12;12;12;12;12;12
;Masculino;Preta;14 a 17;MEDIO COMPL;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;Masculino;Preta;14 a 17;SUP. INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;SUP. INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;SUP. COMP;;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;SUP. COMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;14 a 17;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;18 a 24;;;1707;1707;1707;1707;1707;1707;1707;1707;1707;1707;1707;1707
;Masculino;Preta;18 a 24;;SIM;1535;1535;1535;1535;1535;1535;1535;1535;1535;1535;1535;1535
;Masculino;Preta;18 a 24;;NÃO;172;172;172;172;172;172;172;172;172;172;172;172
;Masculino;Preta;18 a 24;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;18 a 24;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;18 a 24;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;18 a 24;ATE 5.A INC;;22;22;22;22;22;22;22;22;22;22;22;22
;Masculino;Preta;18 a 24;ATE 5.A INC;SIM;19;19;19;19;19;19;19;19;19;19;19;19
;Masculino;Preta;18 a 24;ATE 5.A INC;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;Masculino;Preta;18 a 24;5.A CO FUND;;18;18;18;18;18;18;18;18;18;18;18;18
;Masculino;Preta;18 a 24;5.A CO FUND;SIM;17;17;17;17;17;17;17;17;17;17;17;17
;Masculino;Preta;18 a 24;5.A CO FUND;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;Masculino;Preta;18 a 24;6. A 9. FUND;;60;60;60;60;60;60;60;60;60;60;60;60
;Masculino;Preta;18 a 24;6. A 9. FUND;SIM;53;53;53;53;53;53;53;53;53;53;53;53
;Masculino;Preta;18 a 24;6. A 9. FUND;NÃO;7;7;7;7;7;7;7;7;7;7;7;7
;Masculino;Preta;18 a 24;FUND COMPL;;124;124;124;124;124;124;124;124;124;124;124;124
;Masculino;Preta;18 a 24;FUND COMPL;SIM;114;114;114;114;114;114;114;114;114;114;114;114
;Masculino;Preta;18 a 24;FUND COMPL;NÃO;10;10;10;10;10;10;10;10;10;10;10;10
;Masculino;Preta;18 a 24;MEDIO INCOMP;;204;204;204;204;204;204;204;204;204;204;204;204
;Masculino;Preta;18 a 24;MEDIO INCOMP;SIM;173;173;173;173;173;173;173;173;173;173;173;173
;Masculino;Preta;18 a 24;MEDIO INCOMP;NÃO;31;31;31;31;31;31;31;31;31;31;31;31
;Masculino;Preta;18 a 24;MEDIO COMPL;;1194;1194;1194;1194;1194;1194;1194;1194;1194;1194;1194;1194
;Masculino;Preta;18 a 24;MEDIO COMPL;SIM;1078;1078;1078;1078;1078;1078;1078;1078;1078;1078;1078;1078
;Masculino;Preta;18 a 24;MEDIO COMPL;NÃO;116;116;116;116;116;116;116;116;116;116;116;116
;Masculino;Preta;18 a 24;SUP. INCOMP;;61;61;61;61;61;61;61;61;61;61;61;61
;Masculino;Preta;18 a 24;SUP. INCOMP;SIM;58;58;58;58;58;58;58;58;58;58;58;58
;Masculino;Preta;18 a 24;SUP. INCOMP;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;Masculino;Preta;18 a 24;SUP. COMP;;24;24;24;24;24;24;24;24;24;24;24;24
;Masculino;Preta;18 a 24;SUP. COMP;SIM;23;23;23;23;23;23;23;23;23;23;23;23
;Masculino;Preta;18 a 24;SUP. COMP;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;Masculino;Preta;18 a 24;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;18 a 24;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;18 a 24;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;18 a 24;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;18 a 24;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;18 a 24;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;25 a 39;;;357;357;357;357;357;357;357;357;357;357;357;357
;Masculino;Preta;25 a 39;;SIM;328;328;328;328;328;328;328;328;328;328;328;328
;Masculino;Preta;25 a 39;;NÃO;282;282;282;282;282;282;282;282;282;282;282;282
;Masculino;Preta;25 a 39;ANALFABETO;;27;27;27;27;27;27;27;27;27;27;27;27
;Masculino;Preta;25 a 39;ANALFABETO;SIM;15;15;15;15;15;15;15;15;15;15;15;15
;Masculino;Preta;25 a 39;ANALFABETO;NÃO;12;12;12;12;12;12;12;12;12;12;12;12
;Masculino;Preta;25 a 39;ATE 5.A INC;;95;95;95;95;95;95;95;95;95;95;95;95
;Masculino;Preta;25 a 39;ATE 5.A INC;SIM;87;87;87;87;87;87;87;87;87;87;87;87
;Masculino;Preta;25 a 39;ATE 5.A INC;NÃO;8;8;8;8;8;8;8;8;8;8;8;8
;Masculino;Preta;25 a 39;5.A CO FUND;;68;68;68;68;68;68;68;68;68;68;68;68
;Masculino;Preta;25 a 39;5.A CO FUND;SIM;63;63;63;63;63;63;63;63;63;63;63;63
;Masculino;Preta;25 a 39;5.A CO FUND;NÃO;5;5;5;5;5;5;5;5;5;5;5;5
;Masculino;Preta;25 a 39;6. A 9. FUND;;169;169;169;169;169;169;169;169;169;169;169;169
;Masculino;Preta;25 a 39;6. A 9. FUND;SIM;160;160;160;160;160;160;160;160;160;160;160;160
;Masculino;Preta;25 a 39;6. A 9. FUND;NÃO;9;9;9;9;9;9;9;9;9;9;9;9
;Masculino;Preta;25 a 39;FUND COMPL;;310;310;310;310;310;310;310;310;310;310;310;310
;Masculino;Preta;25 a 39;FUND COMPL;SIM;280;280;280;280;280;280;280;280;280;280;280;280
;Masculino;Preta;25 a 39;FUND COMPL;NÃO;30;30;30;30;30;30;30;30;30;30;30;30
;Masculino;Preta;25 a 39;MEDIO INCOMP;;290;290;290;290;290;290;290;290;290;290;290;290
;Masculino;Preta;25 a 39;MEDIO INCOMP;SIM;269;269;269;269;269;269;269;269;269;269;269;269
;Masculino;Preta;25 a 39;MEDIO INCOMP;NÃO;21;21;21;21;21;21;21;21;21;21;21;21
;Masculino;Preta;25 a 39;MEDIO COMPL;;2417;2417;2417;2417;2417;2417;2417;2417;2417;2417;2417;2417
;Masculino;Preta;25 a 39;MEDIO COMPL;SIM;2196;2196;2196;2196;2196;2196;2196;2196;2196;2196;2196;2196
;Masculino;Preta;25 a 39;MEDIO COMPL;NÃO;221;221;221;221;221;221;221;221;221;221;221;221
;Masculino;Preta;25 a 39;SUP. INCOMP;;92;92;92;92;92;92;92;92;92;92;92;92
;Masculino;Preta;25 a 39;SUP. INCOMP;SIM;84;84;84;84;84;84;84;84;84;84;84;84
;Masculino;Preta;25 a 39;SUP. INCOMP;NÃO;8;8;8;8;8;8;8;8;8;8;8;8
;Masculino;Preta;25 a 39;SUP. COMP;;180;180;180;180;180;180;180;180;180;180;180;180
;Masculino;Preta;25 a 39;SUP. COMP;SIM;161;161;161;161;161;161;161;161;161;161;161;161
;Masculino;Preta;25 a 39;SUP. COMP;NÃO;19;19;19;19;19;19;19;19;19;19;19;19
;Masculino;Preta;25 a 39;MESTRADO;;4;4;4;4;4;4;4;4;4;4;4;4
;Masculino;Preta;25 a 39;MESTRADO;SIM;3;3;3;3;3;3;3;3;3;3;3;3
;Masculino;Preta;25 a 39;MESTRADO;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;Masculino;Preta;25 a 39;DOUTORADO;;1;1;1;1;1;1;1;1;1;1;1;1
;Masculino;Preta;25 a 39;DOUTORADO;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;Masculino;Preta;25 a 39;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;40 a 59;;;17;17;17;17;17;17;17;17;17;17;17;17
;Masculino;Preta;40 a 59;;SIM;460;460;460;460;460;460;460;460;460;460;460;460
;Masculino;Preta;40 a 59;;NÃO;136;136;136;136;136;136;136;136;136;136;136;136
;Masculino;Preta;40 a 59;ANALFABETO;;37;37;37;37;37;37;37;37;37;37;37;37
;Masculino;Preta;40 a 59;ANALFABETO;SIM;23;23;23;23;23;23;23;23;23;23;23;23
;Masculino;Preta;40 a 59;ANALFABETO;NÃO;14;14;14;14;14;14;14;14;14;14;14;14
;Masculino;Preta;40 a 59;ATE 5.A INC;;117;117;117;117;117;117;117;117;117;117;117;117
;Masculino;Preta;40 a 59;ATE 5.A INC;SIM;109;109;109;109;109;109;109;109;109;109;109;109
;Masculino;Preta;40 a 59;ATE 5.A INC;NÃO;8;8;8;8;8;8;8;8;8;8;8;8
;Masculino;Preta;40 a 59;5.A CO FUND;;74;74;74;74;74;74;74;74;74;74;74;74
;Masculino;Preta;40 a 59;5.A CO FUND;SIM;70;70;70;70;70;70;70;70;70;70;70;70
;Masculino;Preta;40 a 59;5.A CO FUND;NÃO;4;4;4;4;4;4;4;4;4;4;4;4
;Masculino;Preta;40 a 59;6. A 9. FUND;;151;151;151;151;151;151;151;151;151;151;151;151
;Masculino;Preta;40 a 59;6. A 9. FUND;SIM;139;139;139;139;139;139;139;139;139;139;139;139
;Masculino;Preta;40 a 59;6. A 9. FUND;NÃO;12;12;12;12;12;12;12;12;12;12;12;12
;Masculino;Preta;40 a 59;FUND COMPL;;238;238;238;238;238;238;238;238;238;238;238;238
;Masculino;Preta;40 a 59;FUND COMPL;SIM;224;224;224;224;224;224;224;224;224;224;224;224
;Masculino;Preta;40 a 59;FUND COMPL;NÃO;14;14;14;14;14;14;14;14;14;14;14;14
;Masculino;Preta;40 a 59;MEDIO INCOMP;;165;165;165;165;165;165;165;165;165;165;165;165
;Masculino;Preta;40 a 59;MEDIO INCOMP;SIM;146;146;146;146;146;146;146;146;146;146;146;146
;Masculino;Preta;40 a 59;MEDIO INCOMP;NÃO;19;19;19;19;19;19;19;19;19;19;19;19
;Masculino;Preta;40 a 59;MEDIO COMPL;;1337;1337;1337;1337;1337;1337;1337;1337;1337;1337;1337;1337
;Masculino;Preta;40 a 59;MEDIO COMPL;SIM;1238;1238;1238;1238;1238;1238;1238;1238;1238;1238;1238;1238
;Masculino;Preta;40 a 59;MEDIO COMPL;NÃO;99;99;99;99;99;99;99;99;99;99;99;99
;Masculino;Preta;40 a 59;SUP. INCOMP;;34;34;34;34;34;34;34;34;34;34;34;34
;Masculino;Preta;40 a 59;SUP. INCOMP;SIM;31;31;31;31;31;31;31;31;31;31;31;31
;Masculino;Preta;40 a 59;SUP. INCOMP;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;Masculino;Preta;40 a 59;SUP. COMP;;117;117;117;117;117;117;117;117;117;117;117;117
;Masculino;Preta;40 a 59;SUP. COMP;SIM;107;107;107;107;107;107;107;107;107;107;107;107
;Masculino;Preta;40 a 59;SUP. COMP;NÃO;10;10;10;10;10;10;10;10;10;10;10;10
;Masculino;Preta;40 a 59;MESTRADO;;3;3;3;3;3;3;3;3;3;3;3;3
;Masculino;Preta;40 a 59;MESTRADO;SIM;3;3;3;3;3;3;3;3;3;3;3;3
;Masculino;Preta;40 a 59;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;40 a 59;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;40 a 59;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;40 a 59;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;60 ou mais;;;160;160;160;160;160;160;160;160;160;160;160;160
;Masculino;Preta;60 ou mais;;SIM;147;147;147;147;147;147;147;147;147;147;147;147
;Masculino;Preta;60 ou mais;;NÃO;24;24;24;24;24;24;24;24;24;24;24;24
;Masculino;Preta;60 ou mais;ANALFABETO;;10;10;10;10;10;10;10;10;10;10;10;10
;Masculino;Preta;60 ou mais;ANALFABETO;SIM;7;7;7;7;7;7;7;7;7;7;7;7
;Masculino;Preta;60 ou mais;ANALFABETO;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;Masculino;Preta;60 ou mais;ATE 5.A INC;;16;16;16;16;16;16;16;16;16;16;16;16
;Masculino;Preta;60 ou mais;ATE 5.A INC;SIM;14;14;14;14;14;14;14;14;14;14;14;14
;Masculino;Preta;60 ou mais;ATE 5.A INC;NÃO;2;2;2;2;2;2;2;2;2;2;2;2
;Masculino;Preta;60 ou mais;5.A CO FUND;;19;19;19;19;19;19;19;19;19;19;19;19
;Masculino;Preta;60 ou mais;5.A CO FUND;SIM;18;18;18;18;18;18;18;18;18;18;18;18
;Masculino;Preta;60 ou mais;5.A CO FUND;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;Masculino;Preta;60 ou mais;6. A 9. FUND;;29;29;29;29;29;29;29;29;29;29;29;29
;Masculino;Preta;60 ou mais;6. A 9. FUND;SIM;28;28;28;28;28;28;28;28;28;28;28;28
;Masculino;Preta;60 ou mais;6. A 9. FUND;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;Masculino;Preta;60 ou mais;FUND COMPL;;46;46;46;46;46;46;46;46;46;46;46;46
;Masculino;Preta;60 ou mais;FUND COMPL;SIM;42;42;42;42;42;42;42;42;42;42;42;42
;Masculino;Preta;60 ou mais;FUND COMPL;NÃO;4;4;4;4;4;4;4;4;4;4;4;4
;Masculino;Preta;60 ou mais;MEDIO INCOMP;;16;16;16;16;16;16;16;16;16;16;16;16
;Masculino;Preta;60 ou mais;MEDIO INCOMP;SIM;15;15;15;15;15;15;15;15;15;15;15;15
;Masculino;Preta;60 ou mais;MEDIO INCOMP;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;Masculino;Preta;60 ou mais;MEDIO COMPL;;109;109;109;109;109;109;109;109;109;109;109;109
;Masculino;Preta;60 ou mais;MEDIO COMPL;SIM;100;100;100;100;100;100;100;100;100;100;100;100
;Masculino;Preta;60 ou mais;MEDIO COMPL;NÃO;9;9;9;9;9;9;9;9;9;9;9;9
;Masculino;Preta;60 ou mais;SUP. INCOMP;;2;2;2;2;2;2;2;2;2;2;2;2
;Masculino;Preta;60 ou mais;SUP. INCOMP;SIM;2;2;2;2;2;2;2;2;2;2;2;2
;Masculino;Preta;60 ou mais;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;60 ou mais;SUP. COMP;;10;10;10;10;10;10;10;10;10;10;10;10
;Masculino;Preta;60 ou mais;SUP. COMP;SIM;7;7;7;7;7;7;7;7;7;7;7;7
;Masculino;Preta;60 ou mais;SUP. COMP;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;Masculino;Preta;60 ou mais;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;60 ou mais;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;60 ou mais;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Preta;60 ou mais;DOUTORADO;;1;1;1;1;1;1;1;1;1;1;1;1
;Masculino;Preta;60 ou mais;DOUTORADO;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;Masculino;Preta;60 ou mais;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;Masculino;Parda;;;;195;195;195;195;195;195;195;195;195;195;195;195
;Masculino;Parda;;;SIM;185;185;185;185;185;185;185;185;185;185;185;185
;Masculino;Parda;;;NÃO;10;10;10;10;10;10;10;10;10;10;10;10
;Masculino;Parda;;ANALFABETO;;208;208;208;208;208;208;208;208;208;208;208;208
;Masculino;Parda;;ANALFABETO;SIM;190;190;190;190;190;190;190;190;190;190;190;190
;Masculino;Parda;;ANALFABETO;NÃO;24;24;24;24;24;24;24;24;24;24;24;24
;Masculino;Parda;;ATE 5.A INC;;1282;1282;1282;1282;1282;1282;1282;1282;1282;1282;1282;1282
