sigla_uf;sexo;raca;faixa_etaria;grau_instrucao;clt;janeiro;fevereiro;março;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
CE;;BRANCA;25 A 39;SUP. INCOMP;NÃO;3;4;1;0;1;2;1;10;1;2;4;11
CE;;BRANCA;25 A 39;SUP. COMP;;604;504;586;611;680;707;1127;607;520;613;507;561
CE;;BRANCA;25 A 39;SUP. COMP;SIM;598;496;574;597;671;695;1115;584;514;605;497;524
CE;;BRANCA;25 A 39;SUP. COMP;NÃO;6;8;12;14;9;12;12;23;6;8;10;37
CE;;BRANCA;25 A 39;MESTRADO;;14;29;19;16;10;16;35;33;22;14;15;30
CE;;BRANCA;25 A 39;MESTRADO;SIM;14;29;19;15;10;16;35;33;22;14;15;29
CE;;BRANCA;25 A 39;MESTRADO;NÃO;0;0;0;1;0;0;0;0;0;0;0;1
CE;;BRANCA;25 A 39;DOUTORADO;;8;7;8;5;3;7;14;10;3;3;5;11
CE;;BRANCA;25 A 39;DOUTORADO;SIM;8;7;8;5;3;7;14;10;3;3;5;11
CE;;BRANCA;25 A 39;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;BRANCA;40 A 59;;;1570;1589;1395;1541;1589;1828;2017;1777;1467;1866;1729;1520
CE;;BRANCA;40 A 59;;SIM;1554;1546;1369;1522;1566;1808;1981;1682;1417;1829;1711;1456
CE;;BRANCA;40 A 59;;NÃO;16;43;26;19;23;20;36;95;50;37;18;64
CE;;BRANCA;40 A 59;ANALFABETO;;11;6;10;14;14;15;15;19;11;11;14;12
CE;;BRANCA;40 A 59;ANALFABETO;SIM;11;6;10;14;14;15;15;19;10;11;14;12
CE;;BRANCA;40 A 59;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;1;0;0;0
CE;;BRANCA;40 A 59;ATE 5.A INC;;73;52;46;60;49;118;73;52;37;83;44;43
CE;;BRANCA;40 A 59;ATE 5.A INC;SIM;71;52;44;57;48;118;73;51;37;81;44;42
CE;;BRANCA;40 A 59;ATE 5.A INC;NÃO;2;0;2;3;1;0;0;1;0;2;0;1
CE;;BRANCA;40 A 59;5.A CO FUND;;25;27;30;26;24;24;25;22;27;36;21;20
CE;;BRANCA;40 A 59;5.A CO FUND;SIM;24;27;30;26;24;24;25;20;27;36;21;18
CE;;BRANCA;40 A 59;5.A CO FUND;NÃO;1;0;0;0;0;0;0;2;0;0;0;2
CE;;BRANCA;40 A 59;6. A 9. FUND;;102;71;74;75;59;120;71;97;78;93;74;75
CE;;BRANCA;40 A 59;6. A 9. FUND;SIM;102;70;71;75;58;119;69;91;75;93;74;73
CE;;BRANCA;40 A 59;6. A 9. FUND;NÃO;0;1;3;0;1;1;2;6;3;0;0;2
CE;;BRANCA;40 A 59;FUND COMPL;;127;125;135;131;114;152;136;149;127;142;128;132
CE;;BRANCA;40 A 59;FUND COMPL;SIM;127;122;135;129;112;149;133;139;121;136;125;119
CE;;BRANCA;40 A 59;FUND COMPL;NÃO;0;3;0;2;2;3;3;10;6;6;3;13
CE;;BRANCA;40 A 59;MEDIO INCOMP;;70;66;57;47;85;77;69;78;65;79;47;44
CE;;BRANCA;40 A 59;MEDIO INCOMP;SIM;70;65;57;47;84;76;69;72;62;77;46;44
CE;;BRANCA;40 A 59;MEDIO INCOMP;NÃO;0;1;0;0;1;1;0;6;3;2;1;0
CE;;BRANCA;40 A 59;MEDIO COMPL;;811;869;750;799;829;919;1025;959;808;1001;993;762
CE;;BRANCA;40 A 59;MEDIO COMPL;SIM;801;837;735;788;813;907;1000;903;777;983;980;739
CE;;BRANCA;40 A 59;MEDIO COMPL;NÃO;10;32;15;11;16;12;25;56;31;18;13;23
CE;;BRANCA;40 A 59;SUP. INCOMP;;45;52;37;42;53;58;80;46;45;59;46;51
CE;;BRANCA;40 A 59;SUP. INCOMP;SIM;45;52;37;42;53;58;80;45;43;59;46;46
CE;;BRANCA;40 A 59;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;1;2;0;0;5
CE;;BRANCA;40 A 59;SUP. COMP;;283;250;240;328;350;331;503;279;215;296;284;293
CE;;BRANCA;40 A 59;SUP. COMP;SIM;281;245;234;325;348;328;497;267;212;289;283;277
CE;;BRANCA;40 A 59;SUP. COMP;NÃO;2;5;6;3;2;3;6;12;3;7;1;16
CE;;BRANCA;40 A 59;MESTRADO;;15;17;6;13;5;11;16;15;10;10;9;25
CE;;BRANCA;40 A 59;MESTRADO;SIM;14;17;6;13;5;11;16;14;9;10;9;25
CE;;BRANCA;40 A 59;MESTRADO;NÃO;1;0;0;0;0;0;0;1;1;0;0;0
CE;;BRANCA;40 A 59;DOUTORADO;;8;7;10;6;7;3;4;4;1;2;4;16
CE;;BRANCA;40 A 59;DOUTORADO;SIM;8;6;10;6;7;3;4;4;1;2;4;16
CE;;BRANCA;40 A 59;DOUTORADO;NÃO;0;1;0;0;0;0;0;0;0;0;0;0
CE;;BRANCA;60 OU MAIS;;;146;137;151;134;148;155;226;199;147;170;152;173
CE;;BRANCA;60 OU MAIS;;SIM;146;137;150;133;147;154;225;196;143;169;151;162
CE;;BRANCA;60 OU MAIS;;NÃO;0;0;1;1;1;1;1;3;4;1;1;11
CE;;BRANCA;60 OU MAIS;ANALFABETO;;1;0;3;2;0;3;3;2;6;2;2;4
CE;;BRANCA;60 OU MAIS;ANALFABETO;SIM;1;0;3;2;0;3;3;2;6;2;2;4
CE;;BRANCA;60 OU MAIS;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;BRANCA;60 OU MAIS;ATE 5.A INC;;3;8;10;10;9;12;15;9;6;11;4;7
CE;;BRANCA;60 OU MAIS;ATE 5.A INC;SIM;3;8;10;10;9;12;15;9;6;11;4;7
CE;;BRANCA;60 OU MAIS;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;BRANCA;60 OU MAIS;5.A CO FUND;;1;3;7;5;2;3;11;5;5;3;6;8
CE;;BRANCA;60 OU MAIS;5.A CO FUND;SIM;1;3;6;5;2;3;11;5;5;3;6;7
CE;;BRANCA;60 OU MAIS;5.A CO FUND;NÃO;0;0;1;0;0;0;0;0;0;0;0;1
CE;;BRANCA;60 OU MAIS;6. A 9. FUND;;7;9;11;12;10;9;16;14;9;6;6;5
CE;;BRANCA;60 OU MAIS;6. A 9. FUND;SIM;7;9;11;12;10;8;16;14;9;6;6;4
CE;;BRANCA;60 OU MAIS;6. A 9. FUND;NÃO;0;0;0;0;0;1;0;0;0;0;0;1
CE;;BRANCA;60 OU MAIS;FUND COMPL;;17;14;27;17;15;18;18;15;15;22;22;20
CE;;BRANCA;60 OU MAIS;FUND COMPL;SIM;17;14;27;17;15;18;18;15;15;22;22;19
CE;;BRANCA;60 OU MAIS;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;1
CE;;BRANCA;60 OU MAIS;MEDIO INCOMP;;8;6;7;7;6;5;9;10;10;4;5;7
CE;;BRANCA;60 OU MAIS;MEDIO INCOMP;SIM;8;6;7;7;5;5;9;10;9;4;5;7
CE;;BRANCA;60 OU MAIS;MEDIO INCOMP;NÃO;0;0;0;0;1;0;0;0;1;0;0;0
CE;;BRANCA;60 OU MAIS;MEDIO COMPL;;75;62;61;50;66;76;100;87;61;89;66;65
CE;;BRANCA;60 OU MAIS;MEDIO COMPL;SIM;75;62;61;49;66;76;99;84;58;88;65;60
CE;;BRANCA;60 OU MAIS;MEDIO COMPL;NÃO;0;0;0;1;0;0;1;3;3;1;1;5
CE;;BRANCA;60 OU MAIS;SUP. INCOMP;;5;0;7;3;6;3;4;5;3;1;5;5
CE;;BRANCA;60 OU MAIS;SUP. INCOMP;SIM;5;0;7;3;6;3;4;5;3;1;5;4
CE;;BRANCA;60 OU MAIS;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;1
CE;;BRANCA;60 OU MAIS;SUP. COMP;;20;28;18;27;34;23;49;39;28;23;30;35
CE;;BRANCA;60 OU MAIS;SUP. COMP;SIM;20;28;18;27;34;23;49;39;28;23;30;33
CE;;BRANCA;60 OU MAIS;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;2
CE;;BRANCA;60 OU MAIS;MESTRADO;;9;4;0;1;0;2;1;2;0;3;0;5
CE;;BRANCA;60 OU MAIS;MESTRADO;SIM;9;4;0;1;0;2;1;2;0;3;0;5
CE;;BRANCA;60 OU MAIS;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;BRANCA;60 OU MAIS;DOUTORADO;;0;1;0;0;0;1;0;0;0;0;0;2
CE;;BRANCA;60 OU MAIS;DOUTORADO;SIM;0;1;0;0;0;1;0;0;0;0;0;2
CE;;BRANCA;60 OU MAIS;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;;;;1438;1437;1393;1738;1870;1982;2226;2227;2009;2316;1989;2049
CE;;PRETA;;;SIM;1333;1311;1303;1616;1750;1854;2064;2035;1851;2158;1867;1902
CE;;PRETA;;;NÃO;105;126;90;122;120;128;162;192;158;158;122;147
CE;;PRETA;;ANALFABETO;;5;6;5;10;14;8;5;17;5;16;14;20
CE;;PRETA;;ANALFABETO;SIM;5;6;5;10;14;8;5;17;5;15;14;20
CE;;PRETA;;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;1;0;0
CE;;PRETA;;ATE 5.A INC;;26;22;41;46;57;60;40;63;51;85;68;72
CE;;PRETA;;ATE 5.A INC;SIM;26;22;41;46;57;59;40;63;49;85;68;71
CE;;PRETA;;ATE 5.A INC;NÃO;0;0;0;0;0;1;0;0;2;0;0;1
CE;;PRETA;;5.A CO FUND;;16;13;15;18;34;25;24;31;31;62;30;29
CE;;PRETA;;5.A CO FUND;SIM;16;13;15;18;34;25;24;31;31;61;30;28
CE;;PRETA;;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;1;0;1
CE;;PRETA;;6. A 9. FUND;;58;61;68;60;79;90;100;112;86;103;136;108
CE;;PRETA;;6. A 9. FUND;SIM;55;60;68;58;78;84;94;106;81;97;131;106
CE;;PRETA;;6. A 9. FUND;NÃO;3;1;0;2;1;6;6;6;5;6;5;2
CE;;PRETA;;FUND COMPL;;85;97;102;118;124;138;135;138;121;143;131;154
CE;;PRETA;;FUND COMPL;SIM;84;94;101;116;122;134;132;132;118;141;127;143
CE;;PRETA;;FUND COMPL;NÃO;1;3;1;2;2;4;3;6;3;2;4;11
CE;;PRETA;;MEDIO INCOMP;;74;73;85;102;112;135;112;148;124;118;117;120
CE;;PRETA;;MEDIO INCOMP;SIM;70;63;80;95;102;120;102;127;115;114;106;107
CE;;PRETA;;MEDIO INCOMP;NÃO;4;10;5;7;10;15;10;21;9;4;11;13
CE;;PRETA;;MEDIO COMPL;;965;970;877;1157;1210;1290;1496;1412;1358;1508;1227;1264
CE;;PRETA;;MEDIO COMPL;SIM;875;867;807;1055;1115;1195;1363;1274;1227;1376;1137;1166
CE;;PRETA;;MEDIO COMPL;NÃO;90;103;70;102;95;95;133;138;131;132;90;98
CE;;PRETA;;SUP. INCOMP;;81;73;88;83;81;91;110;110;87;113;104;99
CE;;PRETA;;SUP. INCOMP;SIM;77;65;79;77;72;86;104;95;81;105;94;89
CE;;PRETA;;SUP. INCOMP;NÃO;4;8;9;6;9;5;6;15;6;8;10;10
CE;;PRETA;;SUP. COMP;;123;108;109;139;155;140;198;167;122;148;137;149
CE;;PRETA;;SUP. COMP;SIM;120;107;104;136;152;138;194;161;121;144;136;139
CE;;PRETA;;SUP. COMP;NÃO;3;1;5;3;3;2;4;6;1;4;1;10
CE;;PRETA;;MESTRADO;;4;4;3;5;4;5;4;3;5;3;7;8
CE;;PRETA;;MESTRADO;SIM;4;4;3;5;4;5;4;3;4;3;7;8
CE;;PRETA;;MESTRADO;NÃO;0;0;0;0;0;0;0;0;1;0;0;0
CE;;PRETA;;DOUTORADO;;1;2;0;0;0;0;2;2;0;0;0;0
CE;;PRETA;;DOUTORADO;SIM;1;2;0;0;0;0;2;2;0;0;0;0
CE;;PRETA;;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;;;2;4;1;3;3;2;1;2;1;1;7;3
CE;;PRETA;14 A 17;;SIM;0;1;1;2;0;0;0;0;0;0;2;2
CE;;PRETA;14 A 17;;NÃO;2;3;0;1;3;2;1;2;1;1;5;1
CE;;PRETA;14 A 17;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;6. A 9. FUND;;1;0;0;1;0;0;0;0;1;0;0;0
CE;;PRETA;14 A 17;6. A 9. FUND;SIM;0;0;0;1;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;6. A 9. FUND;NÃO;1;0;0;0;0;0;0;0;1;0;0;0
CE;;PRETA;14 A 17;FUND COMPL;;0;0;0;0;0;1;0;0;0;0;0;0
CE;;PRETA;14 A 17;FUND COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;FUND COMPL;NÃO;0;0;0;0;0;1;0;0;0;0;0;0
CE;;PRETA;14 A 17;MEDIO INCOMP;;1;3;0;2;3;0;1;2;0;1;6;1
CE;;PRETA;14 A 17;MEDIO INCOMP;SIM;0;0;0;1;0;0;0;0;0;0;1;0
CE;;PRETA;14 A 17;MEDIO INCOMP;NÃO;1;3;0;1;3;0;1;2;0;1;5;1
CE;;PRETA;14 A 17;MEDIO COMPL;;0;0;1;0;0;1;0;0;0;0;0;2
CE;;PRETA;14 A 17;MEDIO COMPL;SIM;0;0;1;0;0;0;0;0;0;0;0;2
CE;;PRETA;14 A 17;MEDIO COMPL;NÃO;0;0;0;0;0;1;0;0;0;0;0;0
CE;;PRETA;14 A 17;SUP. INCOMP;;0;1;0;0;0;0;0;0;0;0;1;0
CE;;PRETA;14 A 17;SUP. INCOMP;SIM;0;1;0;0;0;0;0;0;0;0;1;0
CE;;PRETA;14 A 17;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;SUP. COMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;SUP. COMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;14 A 17;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;18 A 24;;;446;443;391;491;518;537;637;609;593;652;536;559
CE;;PRETA;18 A 24;;SIM;371;355;316;401;424;439;510;484;480;524;450;454
CE;;PRETA;18 A 24;;NÃO;75;88;75;90;94;98;127;125;113;128;86;105
CE;;PRETA;18 A 24;ANALFABETO;;0;0;1;2;1;0;1;1;0;0;1;2
CE;;PRETA;18 A 24;ANALFABETO;SIM;0;0;1;2;1;0;1;1;0;0;1;2
CE;;PRETA;18 A 24;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;18 A 24;ATE 5.A INC;;0;0;1;1;0;2;1;4;1;7;3;2
CE;;PRETA;18 A 24;ATE 5.A INC;SIM;0;0;1;1;0;2;1;4;1;7;3;2
CE;;PRETA;18 A 24;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;18 A 24;5.A CO FUND;;2;0;0;1;5;3;0;1;2;4;3;4
CE;;PRETA;18 A 24;5.A CO FUND;SIM;2;0;0;1;5;3;0;1;2;4;3;4
CE;;PRETA;18 A 24;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;18 A 24;6. A 9. FUND;;10;7;5;4;10;12;13;9;10;17;20;14
CE;;PRETA;18 A 24;6. A 9. FUND;SIM;9;7;5;4;10;12;8;9;10;15;20;13
CE;;PRETA;18 A 24;6. A 9. FUND;NÃO;1;0;0;0;0;0;5;0;0;2;0;1
CE;;PRETA;18 A 24;FUND COMPL;;16;12;12;16;13;11;15;23;22;20;15;16
CE;;PRETA;18 A 24;FUND COMPL;SIM;15;12;11;15;13;10;15;22;22;18;13;15
CE;;PRETA;18 A 24;FUND COMPL;NÃO;1;0;1;1;0;1;0;1;0;2;2;1
CE;;PRETA;18 A 24;MEDIO INCOMP;;19;27;23;28;37;43;30;54;40;39;37;41
CE;;PRETA;18 A 24;MEDIO INCOMP;SIM;17;21;18;23;31;31;23;41;32;36;31;31
CE;;PRETA;18 A 24;MEDIO INCOMP;NÃO;2;6;5;5;6;12;7;13;8;3;6;10
CE;;PRETA;18 A 24;MEDIO COMPL;;349;349;294;402;415;424;516;466;471;511;410;437
CE;;PRETA;18 A 24;MEDIO COMPL;SIM;282;273;236;323;334;344;405;369;372;399;341;352
CE;;PRETA;18 A 24;MEDIO COMPL;NÃO;67;76;58;79;81;80;111;97;99;112;69;85
CE;;PRETA;18 A 24;SUP. INCOMP;;33;34;42;29;27;31;41;38;30;41;41;28
CE;;PRETA;18 A 24;SUP. INCOMP;SIM;29;28;33;25;20;26;37;25;24;33;32;22
CE;;PRETA;18 A 24;SUP. INCOMP;NÃO;4;6;9;4;7;5;4;13;6;8;9;6
CE;;PRETA;18 A 24;SUP. COMP;;17;14;13;8;10;11;19;12;15;13;6;15
CE;;PRETA;18 A 24;SUP. COMP;SIM;17;14;11;7;10;11;19;11;15;12;6;13
CE;;PRETA;18 A 24;SUP. COMP;NÃO;0;0;2;1;0;0;0;1;0;1;0;2
CE;;PRETA;18 A 24;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;18 A 24;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;18 A 24;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;18 A 24;DOUTORADO;;0;0;0;0;0;0;1;0;0;0;0;0
CE;;PRETA;18 A 24;DOUTORADO;SIM;0;0;0;0;0;0;1;0;0;0;0;0
CE;;PRETA;18 A 24;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;25 A 39;;;699;685;675;876;939;921;1115;1120;958;1117;963;976
CE;;PRETA;25 A 39;;SIM;680;663;668;852;924;903;1089;1074;938;1099;942;954
CE;;PRETA;25 A 39;;NÃO;19;22;7;24;15;18;26;46;20;18;21;22
CE;;PRETA;25 A 39;ANALFABETO;;1;1;2;2;3;4;2;6;1;3;2;4
CE;;PRETA;25 A 39;ANALFABETO;SIM;1;1;2;2;3;4;2;6;1;3;2;4
CE;;PRETA;25 A 39;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;25 A 39;ATE 5.A INC;;11;9;14;15;19;18;13;22;15;24;17;21
CE;;PRETA;25 A 39;ATE 5.A INC;SIM;11;9;14;15;19;18;13;22;13;24;17;21
CE;;PRETA;25 A 39;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;2;0;0;0
CE;;PRETA;25 A 39;5.A CO FUND;;7;7;6;12;16;10;14;15;16;27;8;13
CE;;PRETA;25 A 39;5.A CO FUND;SIM;7;7;6;12;16;10;14;15;16;26;8;12
CE;;PRETA;25 A 39;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;1;0;1
CE;;PRETA;25 A 39;6. A 9. FUND;;23;33;29;32;34;36;50;51;40;46;67;55
CE;;PRETA;25 A 39;6. A 9. FUND;SIM;23;32;29;30;33;34;49;46;40;45;63;55
CE;;PRETA;25 A 39;6. A 9. FUND;NÃO;0;1;0;2;1;2;1;5;0;1;4;0
CE;;PRETA;25 A 39;FUND COMPL;;40;49;45;59;72;63;57;70;61;63;63;70
CE;;PRETA;25 A 39;FUND COMPL;SIM;40;48;45;58;71;62;55;68;58;63;61;66
CE;;PRETA;25 A 39;FUND COMPL;NÃO;0;1;0;1;1;1;2;2;3;0;2;4
CE;;PRETA;25 A 39;MEDIO INCOMP;;34;29;45;62;53;64;60;61;60;52;50;48
CE;;PRETA;25 A 39;MEDIO INCOMP;SIM;33;29;45;61;52;61;58;57;60;52;50;47
CE;;PRETA;25 A 39;MEDIO INCOMP;NÃO;1;0;0;1;1;3;2;4;0;0;0;1
CE;;PRETA;25 A 39;MEDIO COMPL;;454;448;417;553;590;578;722;695;616;723;590;594
CE;;PRETA;25 A 39;MEDIO COMPL;SIM;439;430;412;536;582;567;705;665;603;710;576;585
CE;;PRETA;25 A 39;MEDIO COMPL;NÃO;15;18;5;17;8;11;17;30;13;13;14;9
CE;;PRETA;25 A 39;SUP. INCOMP;;42;31;39;43;46;50;57;65;50;60;54;61
CE;;PRETA;25 A 39;SUP. INCOMP;SIM;42;30;39;42;44;50;56;64;50;60;53;57
CE;;PRETA;25 A 39;SUP. INCOMP;NÃO;0;1;0;1;2;0;1;1;0;0;1;4
CE;;PRETA;25 A 39;SUP. COMP;;83;69;75;95;104;93;135;115;82;108;94;94
CE;;PRETA;25 A 39;SUP. COMP;SIM;80;68;73;93;102;92;132;111;81;105;94;91
CE;;PRETA;25 A 39;SUP. COMP;NÃO;3;1;2;2;2;1;3;4;1;3;0;3
CE;;PRETA;25 A 39;MESTRADO;;3;4;3;3;2;5;4;3;4;2;6;3
CE;;PRETA;25 A 39;MESTRADO;SIM;3;4;3;3;2;5;4;3;3;2;6;3
CE;;PRETA;25 A 39;MESTRADO;NÃO;0;0;0;0;0;0;0;0;1;0;0;0
CE;;PRETA;25 A 39;DOUTORADO;;1;0;0;0;0;0;1;1;0;0;0;0
CE;;PRETA;25 A 39;DOUTORADO;SIM;1;0;0;0;0;0;1;1;0;0;0;0
CE;;PRETA;25 A 39;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;40 A 59;;;273;287;308;347;377;494;440;455;430;515;443;481
CE;;PRETA;40 A 59;;SIM;264;274;300;340;369;484;432;438;408;504;434;462
CE;;PRETA;40 A 59;;NÃO;9;13;8;7;8;10;8;17;22;11;9;19
CE;;PRETA;40 A 59;ANALFABETO;;4;5;2;6;7;4;2;9;3;12;8;12
CE;;PRETA;40 A 59;ANALFABETO;SIM;4;5;2;6;7;4;2;9;3;11;8;12
CE;;PRETA;40 A 59;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;1;0;0
CE;;PRETA;40 A 59;ATE 5.A INC;;14;12;24;25;30;37;23;34;29;49;42;43
CE;;PRETA;40 A 59;ATE 5.A INC;SIM;14;12;24;25;30;36;23;34;29;49;42;42
CE;;PRETA;40 A 59;ATE 5.A INC;NÃO;0;0;0;0;0;1;0;0;0;0;0;1
CE;;PRETA;40 A 59;5.A CO FUND;;6;4;9;5;11;11;9;13;11;28;17;12
CE;;PRETA;40 A 59;5.A CO FUND;SIM;6;4;9;5;11;11;9;13;11;28;17;12
CE;;PRETA;40 A 59;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;40 A 59;6. A 9. FUND;;22;20;33;20;31;38;35;45;33;38;41;36
CE;;PRETA;40 A 59;6. A 9. FUND;SIM;21;20;33;20;31;34;35;45;29;35;40;35
CE;;PRETA;40 A 59;6. A 9. FUND;NÃO;1;0;0;0;0;4;0;0;4;3;1;1
CE;;PRETA;40 A 59;FUND COMPL;;28;35;44;39;36;58;57;44;37;55;48;62
CE;;PRETA;40 A 59;FUND COMPL;SIM;28;33;44;39;35;57;56;41;37;55;48;56
CE;;PRETA;40 A 59;FUND COMPL;NÃO;0;2;0;0;1;1;1;3;0;0;0;6
CE;;PRETA;40 A 59;MEDIO INCOMP;;18;13;15;10;19;28;19;29;23;22;21;27
CE;;PRETA;40 A 59;MEDIO INCOMP;SIM;18;12;15;10;19;28;19;27;22;22;21;26
CE;;PRETA;40 A 59;MEDIO INCOMP;NÃO;0;1;0;0;0;0;0;2;1;0;0;1
CE;;PRETA;40 A 59;MEDIO COMPL;;151;164;156;195;194;275;243;231;257;263;217;225
CE;;PRETA;40 A 59;MEDIO COMPL;SIM;143;155;149;189;188;272;238;221;240;256;210;221
CE;;PRETA;40 A 59;MEDIO COMPL;NÃO;8;9;7;6;6;3;5;10;17;7;7;4
CE;;PRETA;40 A 59;SUP. INCOMP;;6;6;7;11;7;10;11;7;7;12;8;9
CE;;PRETA;40 A 59;SUP. INCOMP;SIM;6;5;7;10;7;10;10;6;7;12;8;9
CE;;PRETA;40 A 59;SUP. INCOMP;NÃO;0;1;0;1;0;0;1;1;0;0;0;0
CE;;PRETA;40 A 59;SUP. COMP;;23;23;18;34;40;33;41;36;25;27;36;37
CE;;PRETA;40 A 59;SUP. COMP;SIM;23;23;17;34;39;32;40;35;25;27;35;32
CE;;PRETA;40 A 59;SUP. COMP;NÃO;0;0;1;0;1;1;1;1;0;0;1;5
CE;;PRETA;40 A 59;MESTRADO;;1;0;0;2;2;0;0;0;1;1;1;5
CE;;PRETA;40 A 59;MESTRADO;SIM;1;0;0;2;2;0;0;0;1;1;1;5
CE;;PRETA;40 A 59;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;40 A 59;DOUTORADO;;0;2;0;0;0;0;0;1;0;0;0;0
CE;;PRETA;40 A 59;DOUTORADO;SIM;0;2;0;0;0;0;0;1;0;0;0;0
CE;;PRETA;40 A 59;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;60 OU MAIS;;;18;18;18;21;33;28;33;41;27;31;40;30
CE;;PRETA;60 OU MAIS;;SIM;18;18;18;21;33;28;33;39;25;31;39;30
CE;;PRETA;60 OU MAIS;;NÃO;0;0;0;0;0;0;0;2;2;0;1;0
CE;;PRETA;60 OU MAIS;ANALFABETO;;0;0;0;0;3;0;0;1;1;1;3;2
CE;;PRETA;60 OU MAIS;ANALFABETO;SIM;0;0;0;0;3;0;0;1;1;1;3;2
CE;;PRETA;60 OU MAIS;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;60 OU MAIS;ATE 5.A INC;;1;1;2;5;8;3;3;3;6;5;6;6
CE;;PRETA;60 OU MAIS;ATE 5.A INC;SIM;1;1;2;5;8;3;3;3;6;5;6;6
CE;;PRETA;60 OU MAIS;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;;PRETA;60 OU MAIS;5.A CO FUND;;1;2;0;0;2;1;1;2;2;3;2;0
