sigla_uf;sexo;raca;faixa_etaria;grau_instrucao;clt;janeiro;fevereiro;março;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
;;Indígena;40 a 59;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;40 a 59;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;40 a 59;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;40 a 59;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;40 a 59;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;40 a 59;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;40 a 59;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;6. A 9. FUND;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;FUND COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;FUND COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;MEDIO INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;MEDIO INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;MEDIO COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;MEDIO COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;SUP. INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;SUP. INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;SUP. COMP;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;SUP. COMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Indígena;60 ou mais;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;;;;7;7;7;7;7;7;7;7;7;7;7;7
;;Não informada;;;SIM;7;7;7;7;7;7;7;7;7;7;7;7
;;Não informada;;;NÃO;180;180;180;180;180;180;180;180;180;180;180;180
;;Não informada;;ANALFABETO;;9;9;9;9;9;9;9;9;9;9;9;9
;;Não informada;;ANALFABETO;SIM;9;9;9;9;9;9;9;9;9;9;9;9
;;Não informada;;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;;ATE 5.A INC;;17;17;17;17;17;17;17;17;17;17;17;17
;;Não informada;;ATE 5.A INC;SIM;15;15;15;15;15;15;15;15;15;15;15;15
;;Não informada;;ATE 5.A INC;NÃO;2;2;2;2;2;2;2;2;2;2;2;2
;;Não informada;;5.A CO FUND;;21;21;21;21;21;21;21;21;21;21;21;21
;;Não informada;;5.A CO FUND;SIM;21;21;21;21;21;21;21;21;21;21;21;21
;;Não informada;;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;;6. A 9. FUND;;20;20;20;20;20;20;20;20;20;20;20;20
;;Não informada;;6. A 9. FUND;SIM;16;16;16;16;16;16;16;16;16;16;16;16
;;Não informada;;6. A 9. FUND;NÃO;4;4;4;4;4;4;4;4;4;4;4;4
;;Não informada;;FUND COMPL;;110;110;110;110;110;110;110;110;110;110;110;110
;;Não informada;;FUND COMPL;SIM;103;103;103;103;103;103;103;103;103;103;103;103
;;Não informada;;FUND COMPL;NÃO;7;7;7;7;7;7;7;7;7;7;7;7
;;Não informada;;MEDIO INCOMP;;78;78;78;78;78;78;78;78;78;78;78;78
;;Não informada;;MEDIO INCOMP;SIM;43;43;43;43;43;43;43;43;43;43;43;43
;;Não informada;;MEDIO INCOMP;NÃO;35;35;35;35;35;35;35;35;35;35;35;35
;;Não informada;;MEDIO COMPL;;886;886;886;886;886;886;886;886;886;886;886;886
;;Não informada;;MEDIO COMPL;SIM;773;773;773;773;773;773;773;773;773;773;773;773
;;Não informada;;MEDIO COMPL;NÃO;123;123;123;123;123;123;123;123;123;123;123;123
;;Não informada;;SUP. INCOMP;;34;34;34;34;34;34;34;34;34;34;34;34
;;Não informada;;SUP. INCOMP;SIM;31;31;31;31;31;31;31;31;31;31;31;31
;;Não informada;;SUP. INCOMP;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;;Não informada;;SUP. COMP;;66;66;66;66;66;66;66;66;66;66;66;66
;;Não informada;;SUP. COMP;SIM;60;60;60;60;60;60;60;60;60;60;60;60
;;Não informada;;SUP. COMP;NÃO;6;6;6;6;6;6;6;6;6;6;6;6
;;Não informada;;MESTRADO;;3;3;3;3;3;3;3;3;3;3;3;3
;;Não informada;;MESTRADO;SIM;3;3;3;3;3;3;3;3;3;3;3;3
;;Não informada;;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;;;30;30;30;30;30;30;30;30;30;30;30;30
;;Não informada;14 a 17;;SIM;13;13;13;13;13;13;13;13;13;13;13;13
;;Não informada;14 a 17;;NÃO;17;17;17;17;17;17;17;17;17;17;17;17
;;Não informada;14 a 17;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;6. A 9. FUND;;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;14 a 17;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;6. A 9. FUND;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;14 a 17;FUND COMPL;;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;14 a 17;FUND COMPL;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;14 a 17;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;MEDIO INCOMP;;14;14;14;14;14;14;14;14;14;14;14;14
;;Não informada;14 a 17;MEDIO INCOMP;SIM;3;3;3;3;3;3;3;3;3;3;3;3
;;Não informada;14 a 17;MEDIO INCOMP;NÃO;11;11;11;11;11;11;11;11;11;11;11;11
;;Não informada;14 a 17;MEDIO COMPL;;13;13;13;13;13;13;13;13;13;13;13;13
;;Não informada;14 a 17;MEDIO COMPL;SIM;9;9;9;9;9;9;9;9;9;9;9;9
;;Não informada;14 a 17;MEDIO COMPL;NÃO;4;4;4;4;4;4;4;4;4;4;4;4
;;Não informada;14 a 17;SUP. INCOMP;;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;14 a 17;SUP. INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;SUP. INCOMP;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;14 a 17;SUP. COMP;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;SUP. COMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;14 a 17;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;18 a 24;;;365;365;365;365;365;365;365;365;365;365;365;365
;;Não informada;18 a 24;;SIM;307;307;307;307;307;307;307;307;307;307;307;307
;;Não informada;18 a 24;;NÃO;58;58;58;58;58;58;58;58;58;58;58;58
;;Não informada;18 a 24;ANALFABETO;;4;4;4;4;4;4;4;4;4;4;4;4
;;Não informada;18 a 24;ANALFABETO;SIM;4;4;4;4;4;4;4;4;4;4;4;4
;;Não informada;18 a 24;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;18 a 24;ATE 5.A INC;;4;4;4;4;4;4;4;4;4;4;4;4
;;Não informada;18 a 24;ATE 5.A INC;SIM;4;4;4;4;4;4;4;4;4;4;4;4
;;Não informada;18 a 24;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;18 a 24;5.A CO FUND;;3;3;3;3;3;3;3;3;3;3;3;3
;;Não informada;18 a 24;5.A CO FUND;SIM;3;3;3;3;3;3;3;3;3;3;3;3
;;Não informada;18 a 24;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;18 a 24;6. A 9. FUND;;7;7;7;7;7;7;7;7;7;7;7;7
;;Não informada;18 a 24;6. A 9. FUND;SIM;5;5;5;5;5;5;5;5;5;5;5;5
;;Não informada;18 a 24;6. A 9. FUND;NÃO;2;2;2;2;2;2;2;2;2;2;2;2
;;Não informada;18 a 24;FUND COMPL;;20;20;20;20;20;20;20;20;20;20;20;20
;;Não informada;18 a 24;FUND COMPL;SIM;19;19;19;19;19;19;19;19;19;19;19;19
;;Não informada;18 a 24;FUND COMPL;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;18 a 24;MEDIO INCOMP;;31;31;31;31;31;31;31;31;31;31;31;31
;;Não informada;18 a 24;MEDIO INCOMP;SIM;18;18;18;18;18;18;18;18;18;18;18;18
;;Não informada;18 a 24;MEDIO INCOMP;NÃO;13;13;13;13;13;13;13;13;13;13;13;13
;;Não informada;18 a 24;MEDIO COMPL;;272;272;272;272;272;272;272;272;272;272;272;272
;;Não informada;18 a 24;MEDIO COMPL;SIM;232;232;232;232;232;232;232;232;232;232;232;232
;;Não informada;18 a 24;MEDIO COMPL;NÃO;40;40;40;40;40;40;40;40;40;40;40;40
;;Não informada;18 a 24;SUP. INCOMP;;15;15;15;15;15;15;15;15;15;15;15;15
;;Não informada;18 a 24;SUP. INCOMP;SIM;14;14;14;14;14;14;14;14;14;14;14;14
;;Não informada;18 a 24;SUP. INCOMP;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;18 a 24;SUP. COMP;;8;8;8;8;8;8;8;8;8;8;8;8
;;Não informada;18 a 24;SUP. COMP;SIM;7;7;7;7;7;7;7;7;7;7;7;7
;;Não informada;18 a 24;SUP. COMP;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;18 a 24;MESTRADO;;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;18 a 24;MESTRADO;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;18 a 24;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;18 a 24;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;18 a 24;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;18 a 24;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;25 a 39;;;254;254;254;254;254;254;254;254;254;254;254;254
;;Não informada;25 a 39;;SIM;239;239;239;239;239;239;239;239;239;239;239;239
;;Não informada;25 a 39;;NÃO;74;74;74;74;74;74;74;74;74;74;74;74
;;Não informada;25 a 39;ANALFABETO;;4;4;4;4;4;4;4;4;4;4;4;4
;;Não informada;25 a 39;ANALFABETO;SIM;4;4;4;4;4;4;4;4;4;4;4;4
;;Não informada;25 a 39;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;25 a 39;ATE 5.A INC;;3;3;3;3;3;3;3;3;3;3;3;3
;;Não informada;25 a 39;ATE 5.A INC;SIM;3;3;3;3;3;3;3;3;3;3;3;3
;;Não informada;25 a 39;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;25 a 39;5.A CO FUND;;10;10;10;10;10;10;10;10;10;10;10;10
;;Não informada;25 a 39;5.A CO FUND;SIM;10;10;10;10;10;10;10;10;10;10;10;10
;;Não informada;25 a 39;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;25 a 39;6. A 9. FUND;;7;7;7;7;7;7;7;7;7;7;7;7
;;Não informada;25 a 39;6. A 9. FUND;SIM;6;6;6;6;6;6;6;6;6;6;6;6
;;Não informada;25 a 39;6. A 9. FUND;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;25 a 39;FUND COMPL;;54;54;54;54;54;54;54;54;54;54;54;54
;;Não informada;25 a 39;FUND COMPL;SIM;49;49;49;49;49;49;49;49;49;49;49;49
;;Não informada;25 a 39;FUND COMPL;NÃO;5;5;5;5;5;5;5;5;5;5;5;5
;;Não informada;25 a 39;MEDIO INCOMP;;26;26;26;26;26;26;26;26;26;26;26;26
;;Não informada;25 a 39;MEDIO INCOMP;SIM;15;15;15;15;15;15;15;15;15;15;15;15
;;Não informada;25 a 39;MEDIO INCOMP;NÃO;11;11;11;11;11;11;11;11;11;11;11;11
;;Não informada;25 a 39;MEDIO COMPL;;500;500;500;500;500;500;500;500;500;500;500;500
;;Não informada;25 a 39;MEDIO COMPL;SIM;449;449;449;449;449;449;449;449;449;449;449;449
;;Não informada;25 a 39;MEDIO COMPL;NÃO;51;51;51;51;51;51;51;51;51;51;51;51
;;Não informada;25 a 39;SUP. INCOMP;;14;14;14;14;14;14;14;14;14;14;14;14
;;Não informada;25 a 39;SUP. INCOMP;SIM;13;13;13;13;13;13;13;13;13;13;13;13
;;Não informada;25 a 39;SUP. INCOMP;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;25 a 39;SUP. COMP;;42;42;42;42;42;42;42;42;42;42;42;42
;;Não informada;25 a 39;SUP. COMP;SIM;37;37;37;37;37;37;37;37;37;37;37;37
;;Não informada;25 a 39;SUP. COMP;NÃO;5;5;5;5;5;5;5;5;5;5;5;5
;;Não informada;25 a 39;MESTRADO;;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;25 a 39;MESTRADO;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;25 a 39;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;25 a 39;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;25 a 39;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;25 a 39;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;40 a 59;;;111;111;111;111;111;111;111;111;111;111;111;111
;;Não informada;40 a 59;;SIM;94;94;94;94;94;94;94;94;94;94;94;94
;;Não informada;40 a 59;;NÃO;28;28;28;28;28;28;28;28;28;28;28;28
;;Não informada;40 a 59;ANALFABETO;;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;40 a 59;ANALFABETO;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;40 a 59;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;40 a 59;ATE 5.A INC;;9;9;9;9;9;9;9;9;9;9;9;9
;;Não informada;40 a 59;ATE 5.A INC;SIM;7;7;7;7;7;7;7;7;7;7;7;7
;;Não informada;40 a 59;ATE 5.A INC;NÃO;2;2;2;2;2;2;2;2;2;2;2;2
;;Não informada;40 a 59;5.A CO FUND;;8;8;8;8;8;8;8;8;8;8;8;8
;;Não informada;40 a 59;5.A CO FUND;SIM;8;8;8;8;8;8;8;8;8;8;8;8
;;Não informada;40 a 59;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;40 a 59;6. A 9. FUND;;4;4;4;4;4;4;4;4;4;4;4;4
;;Não informada;40 a 59;6. A 9. FUND;SIM;4;4;4;4;4;4;4;4;4;4;4;4
;;Não informada;40 a 59;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;40 a 59;FUND COMPL;;33;33;33;33;33;33;33;33;33;33;33;33
;;Não informada;40 a 59;FUND COMPL;SIM;32;32;32;32;32;32;32;32;32;32;32;32
;;Não informada;40 a 59;FUND COMPL;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;40 a 59;MEDIO INCOMP;;6;6;6;6;6;6;6;6;6;6;6;6
;;Não informada;40 a 59;MEDIO INCOMP;SIM;6;6;6;6;6;6;6;6;6;6;6;6
;;Não informada;40 a 59;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;40 a 59;MEDIO COMPL;;232;232;232;232;232;232;232;232;232;232;232;232
;;Não informada;40 a 59;MEDIO COMPL;SIM;207;207;207;207;207;207;207;207;207;207;207;207
;;Não informada;40 a 59;MEDIO COMPL;NÃO;25;25;25;25;25;25;25;25;25;25;25;25
;;Não informada;40 a 59;SUP. INCOMP;;4;4;4;4;4;4;4;4;4;4;4;4
;;Não informada;40 a 59;SUP. INCOMP;SIM;4;4;4;4;4;4;4;4;4;4;4;4
;;Não informada;40 a 59;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;40 a 59;SUP. COMP;;15;15;15;15;15;15;15;15;15;15;15;15
;;Não informada;40 a 59;SUP. COMP;SIM;15;15;15;15;15;15;15;15;15;15;15;15
;;Não informada;40 a 59;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;40 a 59;MESTRADO;;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;40 a 59;MESTRADO;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;40 a 59;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;40 a 59;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;40 a 59;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;40 a 59;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;;;27;27;27;27;27;27;27;27;27;27;27;27
;;Não informada;60 ou mais;;SIM;24;24;24;24;24;24;24;24;24;24;24;24
;;Não informada;60 ou mais;;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;;Não informada;60 ou mais;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;ATE 5.A INC;;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;60 ou mais;ATE 5.A INC;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;60 ou mais;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;6. A 9. FUND;;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;60 ou mais;6. A 9. FUND;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;60 ou mais;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;FUND COMPL;;2;2;2;2;2;2;2;2;2;2;2;2
;;Não informada;60 ou mais;FUND COMPL;SIM;2;2;2;2;2;2;2;2;2;2;2;2
;;Não informada;60 ou mais;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;MEDIO INCOMP;;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;60 ou mais;MEDIO INCOMP;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;60 ou mais;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;MEDIO COMPL;;21;21;21;21;21;21;21;21;21;21;21;21
;;Não informada;60 ou mais;MEDIO COMPL;SIM;18;18;18;18;18;18;18;18;18;18;18;18
;;Não informada;60 ou mais;MEDIO COMPL;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;;Não informada;60 ou mais;SUP. INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;SUP. INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;SUP. COMP;;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;60 ou mais;SUP. COMP;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Não informada;60 ou mais;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não informada;60 ou mais;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;6. A 9. FUND;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;FUND COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;FUND COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;MEDIO INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;MEDIO INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;MEDIO COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;MEDIO COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;SUP. INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;SUP. INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;SUP. COMP;;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;SUP. COMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Não identificado;;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
