sigla_uf;sexo;raca;faixa_etaria;grau_instrucao;clt;janeiro;fevereiro;março;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
CE;Feminino;;18 a 24;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;6. A 9. FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;FUND COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;FUND COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;MEDIO INCOMP;;3;3;3;3;3;3;3;3;3;3;3;3
CE;Feminino;;18 a 24;MEDIO INCOMP;SIM;3;3;3;3;3;3;3;3;3;3;3;3
CE;Feminino;;18 a 24;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;MEDIO COMPL;;32;32;32;32;32;32;32;32;32;32;32;32
CE;Feminino;;18 a 24;MEDIO COMPL;SIM;32;32;32;32;32;32;32;32;32;32;32;32
CE;Feminino;;18 a 24;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;SUP. INCOMP;;8;8;8;8;8;8;8;8;8;8;8;8
CE;Feminino;;18 a 24;SUP. INCOMP;SIM;8;8;8;8;8;8;8;8;8;8;8;8
CE;Feminino;;18 a 24;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;SUP. COMP;;7;7;7;7;7;7;7;7;7;7;7;7
CE;Feminino;;18 a 24;SUP. COMP;SIM;7;7;7;7;7;7;7;7;7;7;7;7
CE;Feminino;;18 a 24;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;18 a 24;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;;;110;110;110;110;110;110;110;110;110;110;110;110
CE;Feminino;;25 a 39;;SIM;106;106;106;106;106;106;106;106;106;106;106;106
CE;Feminino;;25 a 39;;NÃO;4;4;4;4;4;4;4;4;4;4;4;4
CE;Feminino;;25 a 39;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;6. A 9. FUND;;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;25 a 39;6. A 9. FUND;SIM;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;25 a 39;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;FUND COMPL;;7;7;7;7;7;7;7;7;7;7;7;7
CE;Feminino;;25 a 39;FUND COMPL;SIM;7;7;7;7;7;7;7;7;7;7;7;7
CE;Feminino;;25 a 39;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;MEDIO INCOMP;;4;4;4;4;4;4;4;4;4;4;4;4
CE;Feminino;;25 a 39;MEDIO INCOMP;SIM;4;4;4;4;4;4;4;4;4;4;4;4
CE;Feminino;;25 a 39;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;MEDIO COMPL;;119;119;119;119;119;119;119;119;119;119;119;119
CE;Feminino;;25 a 39;MEDIO COMPL;SIM;118;118;118;118;118;118;118;118;118;118;118;118
CE;Feminino;;25 a 39;MEDIO COMPL;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;25 a 39;SUP. INCOMP;;4;4;4;4;4;4;4;4;4;4;4;4
CE;Feminino;;25 a 39;SUP. INCOMP;SIM;4;4;4;4;4;4;4;4;4;4;4;4
CE;Feminino;;25 a 39;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;SUP. COMP;;50;50;50;50;50;50;50;50;50;50;50;50
CE;Feminino;;25 a 39;SUP. COMP;SIM;47;47;47;47;47;47;47;47;47;47;47;47
CE;Feminino;;25 a 39;SUP. COMP;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
CE;Feminino;;25 a 39;MESTRADO;;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;25 a 39;MESTRADO;SIM;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;25 a 39;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;25 a 39;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;;;97;97;97;97;97;97;97;97;97;97;97;97
CE;Feminino;;40 a 59;;SIM;102;102;102;102;102;102;102;102;102;102;102;102
CE;Feminino;;40 a 59;;NÃO;2;2;2;2;2;2;2;2;2;2;2;2
CE;Feminino;;40 a 59;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;ATE 5.A INC;;3;3;3;3;3;3;3;3;3;3;3;3
CE;Feminino;;40 a 59;ATE 5.A INC;SIM;3;3;3;3;3;3;3;3;3;3;3;3
CE;Feminino;;40 a 59;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;6. A 9. FUND;;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;40 a 59;6. A 9. FUND;SIM;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;40 a 59;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;FUND COMPL;;13;13;13;13;13;13;13;13;13;13;13;13
CE;Feminino;;40 a 59;FUND COMPL;SIM;13;13;13;13;13;13;13;13;13;13;13;13
CE;Feminino;;40 a 59;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;MEDIO INCOMP;;4;4;4;4;4;4;4;4;4;4;4;4
CE;Feminino;;40 a 59;MEDIO INCOMP;SIM;4;4;4;4;4;4;4;4;4;4;4;4
CE;Feminino;;40 a 59;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;MEDIO COMPL;;63;63;63;63;63;63;63;63;63;63;63;63
CE;Feminino;;40 a 59;MEDIO COMPL;SIM;62;62;62;62;62;62;62;62;62;62;62;62
CE;Feminino;;40 a 59;MEDIO COMPL;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;40 a 59;SUP. INCOMP;;2;2;2;2;2;2;2;2;2;2;2;2
CE;Feminino;;40 a 59;SUP. INCOMP;SIM;2;2;2;2;2;2;2;2;2;2;2;2
CE;Feminino;;40 a 59;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;SUP. COMP;;34;34;34;34;34;34;34;34;34;34;34;34
CE;Feminino;;40 a 59;SUP. COMP;SIM;33;33;33;33;33;33;33;33;33;33;33;33
CE;Feminino;;40 a 59;SUP. COMP;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;40 a 59;MESTRADO;;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;40 a 59;MESTRADO;SIM;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;40 a 59;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;40 a 59;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;;;5;5;5;5;5;5;5;5;5;5;5;5
CE;Feminino;;60 ou mais;;SIM;5;5;5;5;5;5;5;5;5;5;5;5
CE;Feminino;;60 ou mais;;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;6. A 9. FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;FUND COMPL;;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;60 ou mais;FUND COMPL;SIM;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;60 ou mais;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;MEDIO INCOMP;;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;60 ou mais;MEDIO INCOMP;SIM;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;;60 ou mais;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;MEDIO COMPL;;13;13;13;13;13;13;13;13;13;13;13;13
CE;Feminino;;60 ou mais;MEDIO COMPL;SIM;13;13;13;13;13;13;13;13;13;13;13;13
CE;Feminino;;60 ou mais;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;SUP. INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;SUP. INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;SUP. COMP;;2;2;2;2;2;2;2;2;2;2;2;2
CE;Feminino;;60 ou mais;SUP. COMP;SIM;2;2;2;2;2;2;2;2;2;2;2;2
CE;Feminino;;60 ou mais;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;;60 ou mais;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;;;22;22;22;22;22;22;22;22;22;22;22;22
CE;Feminino;Branca;;;SIM;22;22;22;22;22;22;22;22;22;22;22;22
CE;Feminino;Branca;;;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;6. A 9. FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;FUND COMPL;;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;Branca;;FUND COMPL;SIM;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;Branca;;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;MEDIO INCOMP;;2;2;2;2;2;2;2;2;2;2;2;2
CE;Feminino;Branca;;MEDIO INCOMP;SIM;2;2;2;2;2;2;2;2;2;2;2;2
CE;Feminino;Branca;;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;MEDIO COMPL;;16;16;16;16;16;16;16;16;16;16;16;16
CE;Feminino;Branca;;MEDIO COMPL;SIM;16;16;16;16;16;16;16;16;16;16;16;16
CE;Feminino;Branca;;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;SUP. INCOMP;;5;5;5;5;5;5;5;5;5;5;5;5
CE;Feminino;Branca;;SUP. INCOMP;SIM;5;5;5;5;5;5;5;5;5;5;5;5
CE;Feminino;Branca;;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;SUP. COMP;;13;13;13;13;13;13;13;13;13;13;13;13
CE;Feminino;Branca;;SUP. COMP;SIM;13;13;13;13;13;13;13;13;13;13;13;13
CE;Feminino;Branca;;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;MESTRADO;;2;2;2;2;2;2;2;2;2;2;2;2
CE;Feminino;Branca;;MESTRADO;SIM;2;2;2;2;2;2;2;2;2;2;2;2
CE;Feminino;Branca;;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;6. A 9. FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;FUND COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;FUND COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;MEDIO INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;MEDIO INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;MEDIO COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;MEDIO COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;SUP. INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;SUP. INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;SUP. COMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;SUP. COMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;14 a 17;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;;;10;10;10;10;10;10;10;10;10;10;10;10
CE;Feminino;Branca;18 a 24;;SIM;10;10;10;10;10;10;10;10;10;10;10;10
CE;Feminino;Branca;18 a 24;;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;6. A 9. FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;FUND COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;FUND COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;MEDIO INCOMP;;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;Branca;18 a 24;MEDIO INCOMP;SIM;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;Branca;18 a 24;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;MEDIO COMPL;;4;4;4;4;4;4;4;4;4;4;4;4
CE;Feminino;Branca;18 a 24;MEDIO COMPL;SIM;4;4;4;4;4;4;4;4;4;4;4;4
CE;Feminino;Branca;18 a 24;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;SUP. INCOMP;;4;4;4;4;4;4;4;4;4;4;4;4
CE;Feminino;Branca;18 a 24;SUP. INCOMP;SIM;4;4;4;4;4;4;4;4;4;4;4;4
CE;Feminino;Branca;18 a 24;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;SUP. COMP;;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;Branca;18 a 24;SUP. COMP;SIM;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;Branca;18 a 24;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;18 a 24;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;;;20;20;20;20;20;20;20;20;20;20;20;20
CE;Feminino;Branca;25 a 39;;SIM;20;20;20;20;20;20;20;20;20;20;20;20
CE;Feminino;Branca;25 a 39;;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;6. A 9. FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;FUND COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;FUND COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;MEDIO INCOMP;;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;Branca;25 a 39;MEDIO INCOMP;SIM;1;1;1;1;1;1;1;1;1;1;1;1
CE;Feminino;Branca;25 a 39;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;Feminino;Branca;25 a 39;MEDIO COMPL;;9;9;9;9;9;9;9;9;9;9;9;9
CE;Feminino;Branca;25 a 39;MEDIO COMPL;SIM;9;9;9;9;9;9;9;9;9;9;9;9
CE;Feminino;Branca;25 a 39;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
